projectId,projectName,category,startDate,endDate
pr_419,Stringtough,Sales Activity,2024-05-13,2024-08-05
pr_101,Prodder,Client Project,2024-07-27,2024-09-21
pr_520,It,Sales Activity,2024-04-24,2024-05-15
pr_474,It,Client Project,2024-09-19,2024-10-31
pr_715,Namfix,Client Project,2024-04-02,2024-04-23
pr_642,Domainer,Client Project,2024-10-30,2025-01-15
pr_211,Redhold,Sales Activity,2024-02-29,2024-03-14
pr_731,Transcof,Sales Activity,2024-12-11,2025-02-05
pr_995,Fix San,Sales Activity,2024-12-29,2025-02-23
pr_970,Voltsillam,Sales Activity,2024-01-25,2024-02-29
pr_257,Home Ing,Sales Activity,2024-10-02,2024-12-04
pr_512,Treeflex,Sales Activity,2024-02-29,2024-03-14
pr_274,Andalax,Client Project,2024-11-22,2024-12-13
pr_354,Transcof,Client Project,2024-05-09,2024-06-27
pr_613,Bitchip,Sales Activity,2024-06-17,2024-08-12
pr_316,Keylex,Client Project,2024-04-17,2024-05-29
pr_195,Transcof,Sales Activity,2024-01-06,2024-02-17
pr_711,Prodder,Client Project,2024-01-27,2024-02-17
pr_512,Gembucket,Sales Activity,2024-05-18,2024-06-29
pr_34,Tempsoft,Sales Activity,2024-02-11,2024-04-28
pr_303,Subin,Client Project,2024-01-07,2024-02-04
pr_657,Zontrax,Sales Activity,2024-11-28,2024-12-19
pr_762,Konklab,Client Project,2024-01-07,2024-02-18
pr_706,Alpha,Client Project,2024-11-07,2025-01-09
pr_878,Zoolab,Client Project,2024-04-17,2024-05-15
pr_206,Fixflex,Client Project,2024-04-17,2024-07-03
pr_122,Bitwolf,Sales Activity,2024-11-23,2025-02-08
pr_60,Subin,Sales Activity,2024-04-27,2024-06-22
pr_93,Duobam,Client Project,2024-09-27,2024-11-15
pr_875,Bigtax,Sales Activity,2024-12-18,2025-02-12
pr_317,Voltsillam,Sales Activity,2024-06-24,2024-09-16
pr_349,Cardguard,Sales Activity,2024-09-06,2024-09-27
pr_826,Otcom,Client Project,2024-07-30,2024-09-24
pr_572,Stronghold,Client Project,2024-04-20,2024-06-01
pr_800,Zathin,Sales Activity,2024-05-16,2024-06-27
pr_824,Zamit,Client Project,2024-09-28,2024-12-21
pr_536,Greenlam,Client Project,2024-11-27,2025-01-08
pr_961,Flexidy,Sales Activity,2024-11-29,2025-01-31
pr_766,Alphazap,Sales Activity,2024-08-02,2024-09-20
pr_350,Temp,Sales Activity,2024-05-24,2024-07-26
pr_91,Prodder,Sales Activity,2024-06-07,2024-07-26
pr_247,Keylex,Sales Activity,2024-01-02,2024-03-12
pr_887,Ronstring,Sales Activity,2024-03-15,2024-04-19
pr_496,Holdlamis,Client Project,2024-12-26,2025-01-09
pr_480,Ventosanzap,Sales Activity,2024-02-10,2024-04-13
pr_868,Andalax,Client Project,2024-07-10,2024-10-02
pr_328,Viva,Sales Activity,2024-04-03,2024-06-12
pr_997,Lotlux,Client Project,2024-07-27,2024-10-19
pr_398,Transcof,Client Project,2024-09-03,2024-11-19
pr_364,Zathin,Client Project,2024-06-17,2024-09-02
pr_167,Greenlam,Sales Activity,2024-09-18,2024-12-04
pr_769,Treeflex,Sales Activity,2024-09-08,2024-10-13
pr_761,Domainer,Client Project,2024-07-25,2024-09-12
pr_171,Span,Client Project,2024-06-14,2024-07-05
pr_339,Matsoft,Client Project,2024-10-15,2024-12-10
pr_812,Tempsoft,Sales Activity,2024-02-25,2024-05-05
pr_544,Mat Lam Tam,Client Project,2024-02-20,2024-04-23
pr_409,Subin,Sales Activity,2024-04-16,2024-06-18
pr_465,Cardify,Sales Activity,2024-03-01,2024-03-29
pr_558,Zoolab,Client Project,2024-12-26,2025-03-06
pr_843,Y-find,Sales Activity,2024-03-27,2024-06-19
pr_491,Zaam-Dox,Sales Activity,2024-02-09,2024-04-12
pr_239,Bytecard,Sales Activity,2024-01-07,2024-02-18
pr_341,Cardify,Sales Activity,2024-02-09,2024-03-01
pr_786,Rank,Client Project,2024-01-20,2024-02-03
pr_348,Flowdesk,Sales Activity,2024-10-15,2024-12-03
pr_783,Holdlamis,Client Project,2024-03-24,2024-06-16
pr_675,Stim,Client Project,2024-09-17,2024-10-22
pr_435,Zontrax,Sales Activity,2024-12-23,2025-02-17
pr_719,Voyatouch,Sales Activity,2024-07-03,2024-08-07
pr_591,Lotstring,Sales Activity,2024-04-14,2024-05-26
pr_173,Gembucket,Client Project,2024-05-18,2024-07-06
pr_419,Veribet,Client Project,2024-08-19,2024-09-23
pr_541,Fintone,Client Project,2024-02-23,2024-03-22
pr_393,Bitchip,Client Project,2024-07-24,2024-10-02
pr_11,Temp,Client Project,2024-02-06,2024-03-12
pr_248,Y-find,Sales Activity,2024-10-04,2024-11-22
pr_46,Tempsoft,Client Project,2024-03-25,2024-05-27
pr_96,Zaam-Dox,Client Project,2024-11-17,2024-12-22
pr_979,Flexidy,Client Project,2024-10-29,2025-01-14
pr_929,Konklab,Client Project,2024-09-25,2024-11-20
pr_779,Duobam,Sales Activity,2024-09-16,2024-11-25
pr_352,Zamit,Client Project,2024-08-18,2024-09-29
pr_735,Quo Lux,Sales Activity,2024-08-30,2024-11-01
pr_315,Flowdesk,Client Project,2024-11-28,2025-01-16
pr_716,Subin,Sales Activity,2024-01-03,2024-02-14
pr_74,Otcom,Client Project,2024-01-29,2024-04-22
pr_78,Konklab,Client Project,2024-12-19,2025-03-06
pr_474,Zathin,Sales Activity,2024-07-16,2024-08-27
pr_74,Span,Client Project,2024-07-03,2024-07-31
pr_313,Andalax,Client Project,2024-08-10,2024-09-07
pr_370,Solarbreeze,Client Project,2024-05-10,2024-07-05
pr_991,Cardify,Client Project,2024-11-07,2025-01-02
pr_148,Trippledex,Client Project,2024-12-18,2025-02-19
pr_468,Zaam-Dox,Sales Activity,2024-06-14,2024-08-09
pr_103,Subin,Sales Activity,2024-11-02,2024-11-23
pr_899,Fintone,Client Project,2024-03-02,2024-05-18
pr_636,Tresom,Client Project,2024-03-11,2024-04-22
pr_215,Konklab,Client Project,2024-10-01,2024-12-17
pr_468,Tempsoft,Sales Activity,2024-01-19,2024-04-05
pr_985,Ventosanzap,Sales Activity,2024-04-19,2024-05-10
pr_165,Otcom,Client Project,2024-05-01,2024-05-29
pr_400,Tres-Zap,Sales Activity,2024-07-17,2024-10-02
pr_308,Gembucket,Sales Activity,2024-08-20,2024-10-22
pr_810,Toughjoyfax,Client Project,2024-04-11,2024-05-02
pr_962,Tres-Zap,Client Project,2024-12-14,2025-02-08
pr_447,Hatity,Client Project,2024-01-05,2024-02-16
pr_643,Zaam-Dox,Sales Activity,2024-12-15,2025-03-09
pr_447,Keylex,Sales Activity,2024-09-03,2024-11-26
pr_449,Zathin,Client Project,2024-11-28,2025-01-16
pr_107,Konklab,Client Project,2024-10-17,2024-12-05
pr_260,Cardify,Client Project,2024-11-22,2025-01-17
pr_750,Tresom,Sales Activity,2024-08-02,2024-08-16
pr_544,Overhold,Sales Activity,2024-07-24,2024-08-07
pr_539,Bytecard,Sales Activity,2024-10-10,2024-12-12
pr_742,Solarbreeze,Client Project,2024-03-07,2024-04-11
pr_933,Temp,Sales Activity,2024-01-31,2024-02-21
pr_567,Latlux,Client Project,2024-10-30,2025-01-08
pr_746,Stim,Client Project,2024-06-06,2024-07-11
pr_528,Tres-Zap,Client Project,2024-12-06,2024-12-27
pr_417,Bitwolf,Client Project,2024-01-28,2024-03-10
pr_467,Daltfresh,Client Project,2024-09-09,2024-11-04
pr_31,Tin,Client Project,2024-08-28,2024-11-06
pr_796,Solarbreeze,Client Project,2024-01-08,2024-02-26
pr_727,Stringtough,Sales Activity,2024-09-13,2024-09-27
pr_914,Ronstring,Client Project,2024-04-20,2024-07-06
pr_639,Kanlam,Client Project,2024-06-20,2024-08-08
pr_212,Latlux,Sales Activity,2024-12-16,2025-01-20
pr_918,Zaam-Dox,Sales Activity,2024-07-31,2024-10-02
pr_899,Flexidy,Sales Activity,2024-11-09,2024-11-30
pr_688,Fixflex,Sales Activity,2024-09-23,2024-11-25
pr_930,Ronstring,Client Project,2024-07-12,2024-09-06
pr_241,Veribet,Sales Activity,2024-09-28,2024-11-02
pr_877,Wrapsafe,Client Project,2024-03-08,2024-05-24
pr_127,Fintone,Client Project,2024-08-28,2024-10-09
pr_588,Alphazap,Client Project,2024-01-11,2024-04-04
pr_616,Latlux,Sales Activity,2024-10-27,2025-01-05
pr_936,Fintone,Sales Activity,2024-09-07,2024-11-30
pr_398,Quo Lux,Sales Activity,2024-05-03,2024-06-28
pr_188,Konklux,Sales Activity,2024-03-23,2024-06-15
pr_179,Fixflex,Sales Activity,2024-03-13,2024-05-29
pr_526,Voyatouch,Sales Activity,2024-09-22,2024-12-08
pr_324,Cookley,Client Project,2024-07-23,2024-10-08
pr_198,Kanlam,Sales Activity,2024-08-13,2024-09-24
pr_200,Fintone,Sales Activity,2024-06-03,2024-07-08
pr_900,Cookley,Client Project,2024-05-22,2024-07-31
pr_91,Greenlam,Client Project,2024-09-02,2024-10-21
pr_769,Duobam,Client Project,2024-01-23,2024-03-19
pr_168,Solarbreeze,Sales Activity,2024-02-11,2024-04-14
pr_106,Treeflex,Client Project,2024-02-08,2024-04-25
pr_201,Alphazap,Sales Activity,2024-10-01,2024-12-10
pr_443,Cardify,Sales Activity,2024-05-18,2024-07-13
pr_716,Job,Sales Activity,2024-08-26,2024-09-16
pr_974,Y-Solowarm,Client Project,2024-09-22,2024-12-01
pr_196,Zontrax,Sales Activity,2024-07-28,2024-09-22
pr_698,Asoka,Sales Activity,2024-05-27,2024-07-01
pr_439,Bigtax,Client Project,2024-10-08,2024-12-10
pr_831,Vagram,Sales Activity,2024-02-17,2024-04-20
pr_63,Bamity,Client Project,2024-05-16,2024-06-27
pr_90,Sonsing,Sales Activity,2024-12-01,2025-02-23
pr_517,Zontrax,Client Project,2024-04-01,2024-05-13
pr_741,Greenlam,Sales Activity,2024-07-29,2024-10-21
pr_02,Sonair,Client Project,2024-03-01,2024-05-24
pr_191,Tres-Zap,Client Project,2024-12-24,2025-01-28
pr_18,Regrant,Sales Activity,2024-06-05,2024-07-31
pr_700,Holdlamis,Client Project,2024-08-11,2024-10-27
pr_343,Fintone,Sales Activity,2024-10-26,2025-01-04
pr_584,Mat Lam Tam,Client Project,2024-01-30,2024-04-23
pr_264,Trippledex,Client Project,2024-02-18,2024-04-28
pr_812,Tempsoft,Client Project,2024-03-05,2024-05-07
pr_463,Bigtax,Sales Activity,2024-05-19,2024-06-09
pr_197,Zathin,Sales Activity,2024-08-14,2024-09-04
pr_473,Sub-Ex,Client Project,2024-06-13,2024-08-08
pr_739,Regrant,Client Project,2024-03-28,2024-05-30
pr_295,Zamit,Client Project,2024-02-11,2024-04-21
pr_312,Flowdesk,Client Project,2024-01-29,2024-03-04
pr_305,Subin,Sales Activity,2024-03-17,2024-05-26
pr_368,Cardguard,Client Project,2024-06-25,2024-07-09
pr_105,Treeflex,Client Project,2024-01-18,2024-04-11
pr_802,Matsoft,Client Project,2024-12-16,2025-02-24
pr_480,Tempsoft,Client Project,2024-10-20,2024-12-08
pr_806,Quo Lux,Client Project,2024-06-03,2024-06-24
pr_899,Regrant,Sales Activity,2024-02-03,2024-03-23
pr_722,Solarbreeze,Client Project,2024-06-17,2024-08-12
pr_402,Fintone,Client Project,2024-06-23,2024-07-14
pr_955,Domainer,Client Project,2024-11-27,2024-12-25
pr_251,Subin,Sales Activity,2024-04-12,2024-06-28
pr_511,Tresom,Sales Activity,2024-04-25,2024-06-20
pr_140,Temp,Client Project,2024-07-16,2024-08-06
pr_706,Treeflex,Client Project,2024-02-22,2024-05-16
pr_902,Holdlamis,Client Project,2024-08-11,2024-10-06
pr_531,Latlux,Client Project,2024-12-06,2025-01-10
pr_469,It,Client Project,2024-08-27,2024-10-15
pr_817,Job,Client Project,2024-05-17,2024-06-28
pr_154,Ronstring,Client Project,2024-05-01,2024-06-05
pr_504,Prodder,Client Project,2024-11-04,2025-01-13
pr_560,Redhold,Sales Activity,2024-06-30,2024-07-28
pr_543,Tampflex,Sales Activity,2024-06-19,2024-07-24
pr_33,Ronstring,Sales Activity,2024-04-19,2024-06-21
pr_747,Flexidy,Client Project,2024-02-20,2024-04-30
pr_688,Flexidy,Client Project,2024-09-08,2024-11-03
pr_194,Span,Client Project,2024-11-28,2025-01-09
pr_721,Redhold,Sales Activity,2024-05-29,2024-07-24
pr_349,Transcof,Client Project,2024-03-18,2024-04-01
pr_705,Pannier,Sales Activity,2024-12-15,2025-01-19
pr_609,Bitwolf,Client Project,2024-09-04,2024-09-25
pr_980,Zoolab,Client Project,2024-04-17,2024-05-01
pr_996,Tampflex,Client Project,2024-04-12,2024-05-17
pr_925,Lotlux,Sales Activity,2024-03-14,2024-04-11
pr_124,Prodder,Sales Activity,2024-08-15,2024-09-05
pr_71,Bamity,Sales Activity,2024-01-01,2024-02-26
pr_293,Lotlux,Client Project,2024-08-23,2024-10-11
pr_252,Opela,Sales Activity,2024-12-04,2025-02-19
pr_569,Andalax,Client Project,2024-01-29,2024-04-15
pr_365,Voyatouch,Client Project,2024-12-26,2025-02-20
pr_493,Tempsoft,Sales Activity,2024-02-26,2024-05-13
pr_264,Andalax,Client Project,2024-02-20,2024-04-09
pr_392,Biodex,Client Project,2024-11-20,2024-12-18
pr_948,Otcom,Client Project,2024-02-03,2024-02-17
pr_360,Transcof,Client Project,2024-07-26,2024-09-06
pr_729,Bigtax,Sales Activity,2024-08-16,2024-11-01
pr_296,Hatity,Sales Activity,2024-06-30,2024-07-21
pr_201,Cardguard,Sales Activity,2024-12-20,2025-01-10
pr_119,Bamity,Client Project,2024-05-15,2024-07-10
pr_467,Opela,Sales Activity,2024-10-31,2025-01-09
pr_406,Cardify,Sales Activity,2024-08-18,2024-09-08
pr_967,Y-find,Client Project,2024-03-16,2024-05-11
pr_926,Transcof,Sales Activity,2024-07-01,2024-09-23
pr_663,Greenlam,Client Project,2024-02-01,2024-04-04
pr_757,Bytecard,Client Project,2024-04-26,2024-07-12
pr_614,Y-find,Sales Activity,2024-08-08,2024-10-24
pr_103,Home Ing,Client Project,2024-02-24,2024-05-18
pr_449,Transcof,Sales Activity,2024-07-23,2024-10-01
pr_515,Bitchip,Client Project,2024-05-26,2024-08-18
pr_743,Wrapsafe,Sales Activity,2024-08-20,2024-09-03
pr_472,Sonsing,Sales Activity,2024-02-07,2024-04-10
pr_200,Transcof,Client Project,2024-03-31,2024-05-26
pr_499,Konklux,Sales Activity,2024-05-25,2024-07-20
pr_485,Gembucket,Client Project,2024-01-31,2024-02-21
pr_283,Stim,Sales Activity,2024-04-01,2024-05-06
pr_894,Subin,Sales Activity,2024-07-01,2024-09-23
pr_395,Stronghold,Sales Activity,2024-10-11,2024-12-13
pr_360,Alpha,Client Project,2024-09-10,2024-10-08
pr_966,Zathin,Sales Activity,2024-09-24,2024-11-26
pr_873,Konklux,Client Project,2024-10-03,2024-12-19
pr_602,Ronstring,Sales Activity,2024-08-30,2024-10-11
pr_993,Asoka,Sales Activity,2024-02-01,2024-02-22
pr_867,Pannier,Sales Activity,2024-06-21,2024-09-13
pr_154,Zamit,Sales Activity,2024-06-18,2024-08-06
pr_718,Bigtax,Client Project,2024-03-14,2024-05-30
pr_564,Kanlam,Client Project,2024-02-05,2024-03-04
pr_71,Opela,Sales Activity,2024-01-01,2024-03-04
pr_465,Stringtough,Sales Activity,2024-06-26,2024-08-14
projectId,Stim,Client Project,2024-06-13,2024-08-22
pr_323,Gembucket,Client Project,2024-05-12,2024-06-02
pr_511,Job,Client Project,2024-11-28,2025-02-06
pr_795,Home Ing,Client Project,2024-04-06,2024-04-20
pr_194,Alphazap,Client Project,2024-11-11,2024-12-30
pr_249,Veribet,Sales Activity,2024-04-02,2024-06-04
pr_849,Subin,Client Project,2024-07-01,2024-08-26
pr_787,Fintone,Sales Activity,2024-12-27,2025-02-14
pr_403,Lotlux,Sales Activity,2024-07-17,2024-10-02
pr_416,Stronghold,Sales Activity,2024-10-02,2024-12-18
pr_232,Sub-Ex,Sales Activity,2024-12-18,2025-03-12
pr_271,Zaam-Dox,Sales Activity,2024-05-10,2024-06-21
pr_902,Regrant,Sales Activity,2024-05-17,2024-06-14
pr_68,Tin,Client Project,2024-02-02,2024-03-15
pr_841,Otcom,Sales Activity,2024-10-06,2024-10-27
pr_701,Rank,Sales Activity,2024-06-27,2024-09-19
pr_431,Bytecard,Client Project,2024-10-15,2024-11-12
pr_431,Latlux,Client Project,2024-02-24,2024-05-18
pr_404,Voyatouch,Sales Activity,2024-08-16,2024-10-25
pr_567,Job,Client Project,2024-03-09,2024-05-18
pr_963,Bigtax,Client Project,2024-07-25,2024-09-05
pr_564,Zontrax,Client Project,2024-10-15,2024-10-29
pr_826,Konklux,Sales Activity,2024-08-14,2024-09-25
pr_422,Biodex,Client Project,2024-09-15,2024-11-24
pr_370,Cardify,Client Project,2024-10-07,2024-10-21
pr_836,Treeflex,Client Project,2024-01-30,2024-04-16
pr_589,Andalax,Client Project,2024-12-01,2025-01-12
pr_473,Temp,Client Project,2024-07-14,2024-08-11
pr_927,Toughjoyfax,Client Project,2024-05-13,2024-07-22
pr_518,Voltsillam,Sales Activity,2024-08-12,2024-10-07
pr_27,Subin,Sales Activity,2024-09-15,2024-11-17
pr_408,Domainer,Client Project,2024-05-13,2024-05-27
pr_523,Trippledex,Client Project,2024-08-06,2024-10-22
pr_161,Biodex,Sales Activity,2024-11-03,2025-01-05
pr_531,Sonair,Client Project,2024-01-27,2024-03-09
pr_398,Hatity,Client Project,2024-11-01,2024-11-29
pr_482,Tampflex,Client Project,2024-03-01,2024-05-10
pr_491,Bamity,Sales Activity,2024-05-04,2024-06-15
pr_453,Tresom,Sales Activity,2024-11-14,2025-01-02
pr_983,Voyatouch,Sales Activity,2024-08-22,2024-11-07
pr_634,Viva,Sales Activity,2024-08-12,2024-11-04
pr_788,Alpha,Sales Activity,2024-04-14,2024-05-19
pr_728,Voltsillam,Sales Activity,2024-11-08,2025-01-17
pr_587,Cookley,Client Project,2024-02-17,2024-03-23
pr_116,Subin,Sales Activity,2024-01-25,2024-02-15
pr_771,Zoolab,Sales Activity,2024-08-09,2024-09-20
pr_521,Asoka,Client Project,2024-07-14,2024-08-11
pr_849,Tampflex,Sales Activity,2024-05-25,2024-08-03
pr_894,Ronstring,Client Project,2024-04-19,2024-06-07
pr_582,Treeflex,Client Project,2024-06-24,2024-07-22
pr_938,Pannier,Sales Activity,2024-03-11,2024-03-25
pr_741,Pannier,Sales Activity,2024-07-20,2024-09-21
pr_845,Treeflex,Sales Activity,2024-03-12,2024-04-09
pr_26,It,Sales Activity,2024-03-27,2024-05-22
pr_800,Cardify,Client Project,2024-09-18,2024-12-04
pr_508,Asoka,Client Project,2024-06-02,2024-06-30
pr_11,Sub-Ex,Client Project,2024-11-09,2025-01-11
pr_342,Namfix,Sales Activity,2024-05-21,2024-07-02
pr_820,Zontrax,Sales Activity,2024-10-21,2024-11-25
pr_815,Matsoft,Client Project,2024-10-09,2024-11-06
pr_215,Konklux,Client Project,2024-11-30,2024-12-28
pr_19,Alphazap,Sales Activity,2024-01-15,2024-03-18
pr_577,Y-find,Client Project,2024-01-16,2024-02-20
pr_81,Konklux,Client Project,2024-03-20,2024-06-12
pr_479,Tresom,Sales Activity,2024-01-28,2024-02-25
pr_702,Fixflex,Client Project,2024-03-25,2024-04-15
pr_996,Vagram,Sales Activity,2024-06-02,2024-08-04
pr_688,Zaam-Dox,Client Project,2024-02-27,2024-05-07
pr_411,Zoolab,Client Project,2024-12-04,2024-12-18
pr_76,Stim,Client Project,2024-02-12,2024-04-29
pr_23,Tampflex,Sales Activity,2024-01-26,2024-04-12
pr_16,Flowdesk,Client Project,2024-10-11,2024-11-08
pr_720,Kanlam,Client Project,2024-03-02,2024-04-13
pr_260,It,Client Project,2024-08-16,2024-11-08
pr_600,Domainer,Sales Activity,2024-05-02,2024-05-30
pr_429,Transcof,Sales Activity,2024-04-08,2024-05-27
pr_705,Regrant,Client Project,2024-11-05,2024-12-03
pr_187,Sonsing,Client Project,2024-11-14,2025-01-30
pr_289,Zamit,Sales Activity,2024-10-02,2024-11-27
pr_688,Vagram,Client Project,2024-07-18,2024-10-10
pr_843,Namfix,Client Project,2024-06-02,2024-07-14
pr_230,Asoka,Client Project,2024-01-10,2024-02-14
pr_297,Veribet,Sales Activity,2024-05-08,2024-07-10
pr_948,Prodder,Client Project,2024-03-07,2024-05-30
pr_295,It,Client Project,2024-03-09,2024-05-04
pr_175,Rank,Sales Activity,2024-08-27,2024-09-17
pr_95,Ronstring,Sales Activity,2024-02-13,2024-03-12
pr_724,Namfix,Client Project,2024-07-05,2024-08-30
pr_819,Otcom,Client Project,2024-01-08,2024-02-26
pr_164,Vagram,Sales Activity,2024-11-09,2024-12-21
pr_633,Span,Sales Activity,2024-07-25,2024-08-22
pr_844,Transcof,Client Project,2024-04-12,2024-05-24
pr_292,Job,Sales Activity,2024-05-30,2024-08-22
pr_382,Bytecard,Client Project,2024-08-16,2024-10-18
pr_11,Veribet,Sales Activity,2024-12-22,2025-01-05
pr_637,Tin,Sales Activity,2024-01-29,2024-02-19
pr_750,Ronstring,Sales Activity,2024-12-03,2025-02-11
pr_317,Redhold,Sales Activity,2024-05-02,2024-06-13
pr_554,Lotlux,Sales Activity,2024-05-19,2024-06-16
pr_512,Biodex,Client Project,2024-02-29,2024-04-25
pr_616,Zamit,Sales Activity,2024-06-23,2024-08-25
pr_774,Latlux,Sales Activity,2024-07-26,2024-10-11
pr_915,Greenlam,Sales Activity,2024-11-07,2024-11-28
pr_645,Sub-Ex,Sales Activity,2024-11-05,2024-12-17
pr_984,Opela,Client Project,2024-06-07,2024-08-30
pr_546,Ronstring,Client Project,2024-05-28,2024-07-30
pr_814,Temp,Client Project,2024-07-04,2024-09-19
pr_76,Y-Solowarm,Sales Activity,2024-02-17,2024-03-30
pr_52,Y-find,Client Project,2024-08-21,2024-09-25
pr_821,Vagram,Sales Activity,2024-02-09,2024-03-29
pr_359,Fix San,Client Project,2024-08-08,2024-09-26
pr_317,Fintone,Client Project,2024-10-04,2024-11-08
pr_480,Otcom,Sales Activity,2024-05-08,2024-06-12
pr_14,Cardify,Sales Activity,2024-12-29,2025-02-16
pr_852,Subin,Client Project,2024-08-23,2024-10-04
pr_868,Ronstring,Sales Activity,2024-05-29,2024-07-31
pr_142,Fintone,Sales Activity,2024-12-15,2025-01-26
pr_743,Pannier,Client Project,2024-08-02,2024-08-30
pr_894,Zaam-Dox,Client Project,2024-06-10,2024-08-26
pr_166,Trippledex,Client Project,2024-02-17,2024-03-30
pr_664,Wrapsafe,Client Project,2024-07-13,2024-08-17
pr_775,Tres-Zap,Sales Activity,2024-10-08,2024-12-10
pr_521,Zamit,Client Project,2024-10-14,2024-12-16
pr_575,Home Ing,Client Project,2024-01-03,2024-03-06
pr_311,Subin,Client Project,2024-10-16,2024-10-30
pr_266,Keylex,Client Project,2024-02-25,2024-05-19
pr_37,Konklab,Sales Activity,2024-05-13,2024-07-01
pr_71,Stim,Client Project,2024-11-13,2025-01-22
pr_656,Quo Lux,Sales Activity,2024-09-12,2024-10-31
pr_593,Konklab,Sales Activity,2024-11-09,2024-12-14
pr_711,Subin,Client Project,2024-05-17,2024-07-26
pr_39,Toughjoyfax,Client Project,2024-04-19,2024-07-05
pr_385,Home Ing,Client Project,2024-10-09,2024-10-23
pr_207,Namfix,Client Project,2024-05-15,2024-06-05
pr_320,Ronstring,Sales Activity,2024-02-26,2024-04-08
pr_430,Pannier,Client Project,2024-02-03,2024-02-17
pr_536,Pannier,Client Project,2024-06-02,2024-06-16
pr_462,Overhold,Client Project,2024-01-28,2024-02-25
pr_762,Daltfresh,Sales Activity,2024-01-30,2024-04-16
pr_736,Overhold,Client Project,2024-03-18,2024-04-29
pr_750,Zoolab,Client Project,2024-11-30,2025-02-15
pr_410,Latlux,Sales Activity,2024-12-27,2025-02-28
pr_827,Keylex,Client Project,2024-10-26,2024-11-30
pr_687,Duobam,Client Project,2024-09-09,2024-10-07
pr_971,Regrant,Sales Activity,2024-11-19,2025-01-21
pr_837,Cookley,Sales Activity,2024-06-09,2024-07-14
pr_271,Flowdesk,Client Project,2024-05-04,2024-06-01
pr_154,Lotstring,Client Project,2024-04-19,2024-07-12
pr_320,Cardify,Client Project,2024-11-08,2024-12-27
pr_757,Stim,Client Project,2024-03-31,2024-06-09
pr_646,Alpha,Client Project,2024-04-22,2024-07-15
pr_847,Overhold,Client Project,2024-11-22,2025-02-07
pr_672,Sonair,Client Project,2024-03-17,2024-04-07
pr_534,Home Ing,Sales Activity,2024-11-06,2025-01-08
pr_09,Cardify,Sales Activity,2024-02-22,2024-04-18
pr_181,Redhold,Client Project,2024-12-21,2025-03-01
pr_725,Bitchip,Client Project,2024-12-29,2025-01-19
pr_564,Zoolab,Sales Activity,2024-12-01,2025-02-09
pr_870,Trippledex,Client Project,2024-06-19,2024-07-17
pr_482,Otcom,Client Project,2024-09-25,2024-11-27
pr_300,Zaam-Dox,Client Project,2024-10-04,2024-12-06
pr_577,Stim,Sales Activity,2024-12-07,2024-12-21
pr_278,Zamit,Sales Activity,2024-06-05,2024-08-14
pr_444,Stronghold,Sales Activity,2024-06-10,2024-07-08
pr_854,Transcof,Sales Activity,2024-01-16,2024-03-05
pr_826,Matsoft,Client Project,2024-07-24,2024-10-02
pr_846,Pannier,Sales Activity,2024-09-13,2024-12-06
pr_21,Stim,Sales Activity,2024-07-26,2024-08-23
pr_266,Mat Lam Tam,Client Project,2024-05-20,2024-07-15
pr_972,Rank,Sales Activity,2024-08-26,2024-11-04
pr_81,Alphazap,Sales Activity,2024-02-26,2024-05-13
pr_618,Zamit,Sales Activity,2024-11-06,2025-01-01
pr_789,Wrapsafe,Client Project,2024-06-12,2024-07-10
pr_632,Redhold,Sales Activity,2024-12-16,2024-12-30
pr_669,Daltfresh,Client Project,2024-07-06,2024-08-10
pr_418,Tempsoft,Client Project,2024-10-07,2024-10-28
pr_679,Y-find,Sales Activity,2024-09-29,2024-11-10
pr_847,Stringtough,Client Project,2024-05-11,2024-06-22
pr_899,Konklab,Client Project,2024-11-07,2025-01-23
pr_705,Sonsing,Client Project,2024-10-02,2024-12-25
projectId,Solarbreeze,Client Project,2024-10-04,2024-12-06
pr_480,Treeflex,Sales Activity,2024-07-22,2024-08-26
pr_351,Fintone,Client Project,2024-02-18,2024-03-24
pr_510,Flowdesk,Client Project,2024-08-01,2024-09-19
pr_683,Namfix,Client Project,2024-02-23,2024-03-22
pr_591,Lotlux,Sales Activity,2024-02-06,2024-03-05
pr_267,Konklux,Client Project,2024-10-13,2024-12-22
pr_438,Temp,Sales Activity,2024-02-27,2024-04-23
pr_343,Tres-Zap,Sales Activity,2024-04-16,2024-04-30
pr_97,Fix San,Sales Activity,2024-05-16,2024-07-25
pr_676,Y-Solowarm,Client Project,2024-03-23,2024-04-20
pr_490,Ventosanzap,Sales Activity,2024-10-24,2025-01-16
pr_383,Konklux,Client Project,2024-05-01,2024-05-15
pr_764,Matsoft,Client Project,2024-06-02,2024-08-04
pr_170,Flowdesk,Sales Activity,2024-06-24,2024-09-09
pr_157,Hatity,Client Project,2024-02-14,2024-02-28
pr_651,It,Sales Activity,2024-01-30,2024-04-16
pr_408,Otcom,Client Project,2024-12-21,2025-03-08
pr_261,Overhold,Sales Activity,2024-02-15,2024-05-09
pr_854,Bytecard,Client Project,2024-08-05,2024-08-19
pr_814,Ronstring,Sales Activity,2024-11-13,2025-01-01
pr_38,Veribet,Sales Activity,2024-08-22,2024-11-14
pr_801,Otcom,Client Project,2024-07-19,2024-09-27
pr_139,Asoka,Client Project,2024-06-04,2024-06-18
pr_258,Bamity,Client Project,2024-08-11,2024-08-25
